,age,education,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,income
26254,2,Assoc-voc,Divorced,Other-service,Unmarried,Female,0,0,0,<=50K
26255,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26256,3,Some-college,Never-married,Handlers-cleaners,Own-child,Male,0,0,1,<=50K
26257,0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
26258,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,>50K
26259,3,7th-8th,Separated,,Not-in-family,Female,0,0,0,<=50K
26260,2,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,0,0,2,<=50K
26261,3,Bachelors,Widowed,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26262,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
26263,3,10th,Separated,Adm-clerical,Unmarried,Female,0,0,1,<=50K
26264,0,12th,Never-married,Prof-specialty,Own-child,Male,0,0,0,<=50K
26265,2,Some-college,Divorced,Adm-clerical,Own-child,Female,0,0,1,<=50K
26266,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
26267,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
26268,2,Some-college,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,1,<=50K
26269,3,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,>50K
26270,2,HS-grad,Divorced,Transport-moving,Not-in-family,Male,0,0,2,>50K
26271,0,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
26272,1,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,<=50K
26273,3,Assoc-voc,Widowed,Exec-managerial,Unmarried,Female,0,0,1,>50K
26274,1,12th,Married-civ-spouse,Sales,Husband,Male,0,0,1,>50K
26275,0,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,0,<=50K
26276,2,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,1,<=50K
26277,0,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,1,>50K
26278,0,Some-college,Never-married,Other-service,Own-child,Male,0,0,0,<=50K
26279,2,HS-grad,Separated,Other-service,Not-in-family,Female,0,0,1,<=50K
26280,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,2,>50K
26281,1,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,2,<=50K
26282,0,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
26283,2,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,0,<=50K
26284,1,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,2,<=50K
26285,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
26286,2,9th,Separated,Craft-repair,Unmarried,Male,0,0,1,<=50K
26287,0,10th,Never-married,Other-service,Own-child,Male,0,0,0,<=50K
26288,3,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,>50K
26289,3,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,2,<=50K
26290,0,Some-college,Never-married,Sales,Unmarried,Male,0,0,2,<=50K
26291,0,Bachelors,Never-married,Adm-clerical,Own-child,Female,0,0,1,<=50K
26292,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26293,2,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
26294,1,Some-college,Divorced,Machine-op-inspct,Unmarried,Female,0,0,1,<=50K
26295,0,HS-grad,Never-married,Adm-clerical,Own-child,Female,0,0,0,<=50K
26296,1,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,2,<=50K
26297,1,10th,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
26298,1,5th-6th,Never-married,Farming-fishing,Own-child,Male,0,0,0,<=50K
26299,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
26300,0,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,1,<=50K
26301,0,Bachelors,Never-married,Exec-managerial,Own-child,Male,0,0,0,<=50K
26302,3,5th-6th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26303,3,HS-grad,Widowed,Exec-managerial,Not-in-family,Male,0,0,1,<=50K
26304,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,1,<=50K
26305,3,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,2,<=50K
26306,2,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,0,0,1,<=50K
26307,0,Some-college,Never-married,Sales,Own-child,Female,0,0,0,<=50K
26308,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,<=50K
26309,1,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
26310,0,Some-college,Never-married,Sales,Other-relative,Male,0,0,0,<=50K
26311,1,10th,Never-married,Handlers-cleaners,Not-in-family,Female,0,0,0,<=50K
26312,2,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
26313,0,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,2,<=50K
26314,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26315,2,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
26316,0,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,0,<=50K
26317,1,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,<=50K
26318,2,Bachelors,Never-married,Craft-repair,Not-in-family,Female,0,0,0,<=50K
26319,1,HS-grad,Never-married,Transport-moving,Not-in-family,Female,0,0,2,<=50K
26320,0,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,1,<=50K
26321,0,Some-college,Never-married,Sales,Own-child,Male,0,0,0,<=50K
26322,2,Masters,Divorced,Exec-managerial,Not-in-family,Male,0,0,2,<=50K
26323,3,HS-grad,Widowed,Other-service,Not-in-family,Female,0,0,0,<=50K
26324,2,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,>50K
26325,3,Masters,Separated,Prof-specialty,Unmarried,Female,0,0,2,<=50K
26326,1,Assoc-voc,Never-married,Protective-serv,Not-in-family,Female,0,0,2,>50K
26327,0,11th,Never-married,Craft-repair,Own-child,Male,0,0,0,<=50K
26328,2,Assoc-voc,Divorced,Prof-specialty,Unmarried,Female,0,0,2,<=50K
26329,0,HS-grad,Married-AF-spouse,Sales,Husband,Male,0,0,2,<=50K
26330,0,Some-college,Divorced,Craft-repair,Own-child,Male,0,0,1,<=50K
26331,0,HS-grad,Never-married,Transport-moving,Own-child,Female,0,0,0,<=50K
26332,0,Bachelors,Never-married,Other-service,Not-in-family,Male,0,0,1,<=50K
26333,0,Assoc-voc,Never-married,Tech-support,Own-child,Female,0,0,0,<=50K
26334,1,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,2,<=50K
26335,3,Masters,Divorced,Other-service,Unmarried,Female,0,0,1,<=50K
26336,2,11th,Divorced,Sales,Other-relative,Female,0,0,1,<=50K
26337,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
26338,1,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26339,3,HS-grad,Married-civ-spouse,,Husband,Male,0,0,0,<=50K
26340,0,HS-grad,Never-married,Other-service,Other-relative,Female,0,0,1,<=50K
26341,3,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Female,0,0,0,<=50K
26342,2,11th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,1,<=50K
26343,3,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
26344,3,Some-college,Divorced,Other-service,Not-in-family,Female,0,0,1,<=50K
26345,0,HS-grad,Never-married,Craft-repair,Other-relative,Male,0,0,1,<=50K
26346,2,9th,Divorced,Other-service,Other-relative,Female,0,0,0,<=50K
26347,0,HS-grad,Never-married,Other-service,Own-child,Male,0,0,0,<=50K
26348,2,11th,Married-civ-spouse,Other-service,Wife,Female,0,0,0,<=50K
26349,2,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,0,>50K
26350,2,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26351,1,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26352,1,HS-grad,Divorced,Transport-moving,Not-in-family,Male,0,0,1,<=50K
26353,3,HS-grad,Widowed,Craft-repair,Unmarried,Male,0,0,1,>50K
26354,2,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
26355,3,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26356,3,Assoc-voc,Never-married,Craft-repair,Not-in-family,Male,0,0,1,<=50K
26357,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,>50K
26358,1,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,0,1,>50K
26359,3,Some-college,Married-civ-spouse,,Wife,Female,0,0,1,>50K
26360,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
26361,2,Assoc-acdm,Widowed,Tech-support,Unmarried,Male,0,0,1,>50K
26362,3,Masters,Divorced,Prof-specialty,Not-in-family,Female,0,0,1,<=50K
26363,0,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,0,0,0,<=50K
26364,0,Assoc-acdm,Never-married,,Not-in-family,Female,0,0,0,<=50K
26365,2,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26366,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,<=50K
26367,0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,<=50K
26368,3,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
26369,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,>50K
26370,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26371,3,Bachelors,Married-civ-spouse,,Husband,Male,0,0,0,<=50K
26372,3,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,2,<=50K
26373,2,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26374,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,<=50K
26375,1,HS-grad,Never-married,Other-service,Unmarried,Female,0,0,1,<=50K
26376,1,Assoc-acdm,Never-married,Tech-support,Not-in-family,Female,0,0,1,<=50K
26377,1,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,0,<=50K
26378,0,10th,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
26379,1,Some-college,Separated,Adm-clerical,Unmarried,Female,0,0,1,<=50K
26380,0,10th,Never-married,Other-service,Own-child,Male,0,0,0,<=50K
26381,3,10th,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,<=50K
26382,1,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,<=50K
26383,3,Bachelors,Married-civ-spouse,,Husband,Male,0,0,1,<=50K
26384,0,Assoc-acdm,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,1,<=50K
26385,1,9th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,2,<=50K
26386,1,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,2,>50K
26387,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,<=50K
26388,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
26389,2,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,0,0,2,<=50K
26390,0,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
26391,1,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,1,<=50K
26392,1,10th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
26393,0,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,2,<=50K
26394,1,Bachelors,Married-civ-spouse,Sales,Other-relative,Male,0,0,2,<=50K
26395,1,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,<=50K
26396,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,>50K
26397,2,HS-grad,Divorced,Other-service,Unmarried,Female,0,0,0,<=50K
26398,0,HS-grad,Never-married,Other-service,Own-child,Male,0,0,2,<=50K
26399,0,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,Male,0,0,0,<=50K
26400,2,HS-grad,Separated,Machine-op-inspct,Unmarried,Male,0,0,1,<=50K
26401,3,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,0,>50K
26402,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26403,2,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26404,3,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,1,<=50K
26405,0,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,1,<=50K
26406,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
26407,1,HS-grad,Divorced,Craft-repair,Unmarried,Male,0,0,1,<=50K
26408,0,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,0,1,<=50K
26409,0,HS-grad,Never-married,Other-service,Own-child,Male,0,0,1,<=50K
26410,0,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,0,<=50K
26411,1,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26412,0,Some-college,Married-civ-spouse,Other-service,Other-relative,Male,0,0,1,<=50K
26413,1,HS-grad,Never-married,Other-service,Unmarried,Female,0,0,0,<=50K
26414,0,HS-grad,Never-married,Sales,Own-child,Female,0,0,0,<=50K
26415,3,Some-college,Divorced,Prof-specialty,Unmarried,Female,0,0,1,<=50K
26416,1,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,1,<=50K
26417,0,Assoc-acdm,Never-married,Other-service,Not-in-family,Female,0,0,0,<=50K
26418,1,9th,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
26419,3,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,<=50K
26420,0,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Female,0,0,0,<=50K
26421,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,<=50K
26422,0,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
26423,1,Some-college,Married-civ-spouse,Farming-fishing,Own-child,Male,0,0,2,<=50K
26424,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
26425,0,9th,Never-married,Other-service,Own-child,Female,0,0,1,<=50K
26426,2,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,0,1,>50K
26427,3,Some-college,Widowed,Other-service,Unmarried,Female,0,0,1,<=50K
26428,0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,1,<=50K
26429,0,Some-college,Never-married,Sales,Own-child,Male,0,0,0,<=50K
26430,0,Some-college,Divorced,Sales,Not-in-family,Male,0,0,0,<=50K
26431,1,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26432,3,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
26433,2,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
26434,1,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,1,<=50K
26435,0,Some-college,Never-married,Transport-moving,Own-child,Male,0,0,1,<=50K
26436,3,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,<=50K
26437,0,Some-college,Never-married,Prof-specialty,Own-child,Male,0,0,0,<=50K
26438,3,10th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,1,<=50K
26439,0,10th,Never-married,Craft-repair,Not-in-family,Male,0,0,0,<=50K
26440,2,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,0,2,<=50K
26441,0,10th,Never-married,,Own-child,Male,0,0,1,<=50K
26442,2,Masters,Divorced,Protective-serv,Not-in-family,Male,0,0,2,<=50K
26443,1,Bachelors,Never-married,Exec-managerial,Own-child,Male,0,0,1,<=50K
26444,3,9th,Married-civ-spouse,,Husband,Male,0,0,1,<=50K
26445,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,1,<=50K
26446,2,Some-college,Separated,,Not-in-family,Male,0,0,1,<=50K
26447,1,Assoc-voc,Divorced,Sales,Unmarried,Female,0,0,1,<=50K
26448,3,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
26449,3,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
26450,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,1,<=50K
26451,2,Some-college,Separated,Craft-repair,Not-in-family,Male,0,0,2,<=50K
26452,1,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
26453,0,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,1,<=50K
26454,2,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,>50K
26455,1,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
26456,0,Some-college,Never-married,Sales,Not-in-family,Male,0,0,0,<=50K
26457,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26458,3,Prof-school,Divorced,,Not-in-family,Male,0,0,0,<=50K
26459,1,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,<=50K
26460,0,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,0,0,0,<=50K
26461,0,10th,Never-married,Sales,Own-child,Female,0,0,0,<=50K
26462,0,HS-grad,Never-married,Farming-fishing,Own-child,Male,0,0,1,<=50K
26463,0,HS-grad,Never-married,Other-service,Other-relative,Female,0,0,1,<=50K
26464,3,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
26465,2,11th,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,<=50K
26466,2,HS-grad,Separated,Other-service,Not-in-family,Female,0,0,1,<=50K
26467,1,1st-4th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26468,3,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
26469,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,<=50K
26470,2,Some-college,Divorced,Machine-op-inspct,Own-child,Male,0,0,1,<=50K
26471,0,HS-grad,Never-married,Sales,Not-in-family,Female,0,0,1,<=50K
26472,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
26473,2,Some-college,Divorced,Exec-managerial,Unmarried,Male,0,0,1,<=50K
26474,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26475,1,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,1,<=50K
26476,3,Assoc-voc,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
26477,0,HS-grad,Never-married,Sales,Own-child,Male,0,0,1,<=50K
26478,2,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,0,0,2,<=50K
26479,3,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26480,0,12th,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26481,1,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,0,<=50K
26482,2,Bachelors,Divorced,Adm-clerical,Not-in-family,Male,0,0,1,<=50K
26483,0,HS-grad,Never-married,Priv-house-serv,Not-in-family,Female,0,0,2,<=50K
26484,3,HS-grad,Married-civ-spouse,,Husband,Male,0,0,0,<=50K
26485,0,11th,Never-married,Other-service,Other-relative,Male,0,0,0,<=50K
26486,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,1,<=50K
26487,3,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,2,<=50K
26488,0,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,0,<=50K
26489,2,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
26490,1,Bachelors,Never-married,Sales,Not-in-family,Male,0,0,1,>50K
26491,2,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26492,3,10th,Divorced,,Not-in-family,Female,0,0,1,<=50K
26493,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
26494,2,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26495,0,Bachelors,Never-married,Exec-managerial,Own-child,Female,0,0,1,<=50K
26496,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26497,3,HS-grad,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,0,<=50K
26498,1,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
26499,0,Bachelors,Never-married,Prof-specialty,Other-relative,Female,0,0,2,<=50K
26500,1,HS-grad,Never-married,,Own-child,Male,0,0,1,<=50K
26501,2,10th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
26502,0,Some-college,Never-married,Tech-support,Own-child,Male,0,0,0,<=50K
26503,3,9th,Separated,Other-service,Not-in-family,Female,0,0,0,<=50K
26504,0,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,2,<=50K
26505,0,Bachelors,Never-married,Tech-support,Not-in-family,Male,0,0,0,<=50K
26506,0,11th,Never-married,Machine-op-inspct,Unmarried,Female,0,0,1,<=50K
26507,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
26508,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,<=50K
26509,3,11th,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,<=50K
26510,1,7th-8th,Separated,Sales,Unmarried,Female,0,0,0,<=50K
26511,1,Some-college,Never-married,Craft-repair,Not-in-family,Male,0,0,1,<=50K
26512,3,Bachelors,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26513,0,Some-college,Divorced,Other-service,Other-relative,Male,0,0,0,<=50K
26514,3,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
26515,3,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,<=50K
26516,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
26517,3,HS-grad,Widowed,Other-service,Unmarried,Female,0,0,0,<=50K
26518,1,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,1,<=50K
26519,0,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,1,<=50K
26520,3,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,>50K
26521,3,11th,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,1,<=50K
26522,2,Some-college,Separated,Sales,Not-in-family,Male,0,0,2,>50K
26523,3,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26524,0,HS-grad,Never-married,Other-service,Own-child,Male,0,0,0,<=50K
26525,2,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
26526,2,Masters,Divorced,Prof-specialty,Unmarried,Female,0,0,2,<=50K
26527,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
26528,1,HS-grad,Never-married,Sales,Other-relative,Female,0,0,1,<=50K
26529,2,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,2,>50K
26530,0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,<=50K
26531,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
26532,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
26533,0,Some-college,Never-married,Craft-repair,Not-in-family,Male,0,0,1,<=50K
26534,2,HS-grad,Divorced,Tech-support,Not-in-family,Male,0,0,2,>50K
26535,3,Some-college,Widowed,Sales,Unmarried,Female,0,0,1,<=50K
26536,0,9th,Married-civ-spouse,Protective-serv,Husband,Male,0,0,1,<=50K
26537,3,HS-grad,Separated,Other-service,Not-in-family,Female,0,0,0,<=50K
26538,3,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,0,<=50K
26539,1,Some-college,Married-civ-spouse,,Husband,Male,0,0,1,>50K
26540,0,10th,Never-married,Handlers-cleaners,Own-child,Male,0,0,0,<=50K
26541,2,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
26542,2,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,1,>50K
26543,3,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
26544,0,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,1,<=50K
26545,1,HS-grad,Divorced,Other-service,Not-in-family,Female,0,0,0,<=50K
26546,0,Bachelors,Never-married,Exec-managerial,Own-child,Female,0,0,1,<=50K
26547,0,Bachelors,Never-married,Prof-specialty,Own-child,Female,0,0,1,<=50K
26548,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
26549,0,12th,Never-married,Handlers-cleaners,Own-child,Male,0,0,1,<=50K
26550,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26551,1,Bachelors,Separated,Exec-managerial,Unmarried,Female,0,0,1,<=50K
26552,0,HS-grad,Never-married,Prof-specialty,Own-child,Male,0,0,2,<=50K
26553,1,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,1,>50K
26554,2,Preschool,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,0,<=50K
26555,2,Assoc-voc,Never-married,Sales,Not-in-family,Female,0,0,0,<=50K
26556,1,Bachelors,Divorced,Adm-clerical,Not-in-family,Female,0,0,2,<=50K
26557,2,Some-college,Separated,Prof-specialty,Unmarried,Female,0,0,1,<=50K
26558,0,12th,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,2,<=50K
26559,3,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,2,>50K
26560,1,Bachelors,Never-married,Other-service,Not-in-family,Female,0,0,1,<=50K
26561,3,Some-college,Widowed,Craft-repair,Not-in-family,Male,0,0,0,<=50K
26562,2,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,0,>50K
26563,3,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,1,<=50K
26564,2,Masters,Divorced,Prof-specialty,Not-in-family,Male,0,0,1,<=50K
26565,2,Some-college,Divorced,Sales,Unmarried,Male,0,0,2,<=50K
26566,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,<=50K
26567,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
26568,3,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,0,0,0,<=50K
26569,0,Some-college,Never-married,,Own-child,Male,0,0,0,<=50K
26570,1,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
26571,0,Some-college,Never-married,Machine-op-inspct,Own-child,Male,0,0,0,<=50K
26572,2,HS-grad,Separated,Handlers-cleaners,Unmarried,Male,0,0,1,<=50K
